idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,U2 360° Tour.,"""No Line on the Horizon""",0.3040733337402344,2.462108612060547,0.22776982188224792
1,Debut.,One Little Indian and Elektra Records,0.34940528869628906,0.9642713069915771,0.18827727437019348
2,Huayi Brothers.,Huayi Brothers,0.3103334903717041,1.1311099529266357,0.9878625273704529
3,The United States Army War College.,Parameters,0.5175280570983887,1.3322858810424805,0.029516108334064484
4,Samuel Gbaydee Doe.,Samuel Gbaydee Doe,0.26767802238464355,1.2815055847167969,0.9895214438438416
5,Eddie Vedder.,Eddie Vedder,0.6600010395050049,1.0273728370666504,0.9830845594406128
6,The Texas Education Agency.,Texas Education Agency,0.8052971363067627,1.3091845512390137,0.9589462876319885
7,Penn State Nittany Lions.,Big Ten,0.33838772773742676,1.1568481922149658,0.4114558696746826
8,Carrie Underwood.,Carrie Underwood,2.397517442703247,1.0795772075653076,0.9742934107780457
9,"Frantz Yvelin is a French businessman, pilot, and serial entrepreneur, and CEO of Aigle Azur, France's 2nd largest airline.",airline,0.3402087688446045,2.3861122131347656,0.37615418434143066
10,The Winklevoss twins started a digital currency exchange called Gemini in 2015.,The Winklevoss twins,0.439990758895874,1.78094482421875,0.5808683633804321
11,"""You Are Old, Father William""",The Mock Turtle,0.34140920639038086,1.2250847816467285,0.08064347505569458
12,The King of Fighters.,The King of Fighters,0.38375282287597656,1.1361656188964844,0.9851702451705933
13,Tijuana Cartel became known as the Cartel Tijuana Nueva Generación (New Generation Tijuana Cartel) in 2016.,Cartel Tijuana Nueva Generación,0.28337574005126953,2.497677803039551,0.834148645401001
14,Alsace region of France.,Alsace region,0.6637604236602783,1.2675654888153076,0.9396852850914001
15,Funny Games.,Funny Games,0.31045961380004883,1.2016899585723877,0.9468101263046265
16,David Gordon Green.,David Gordon Green,0.5079424381256104,1.0950617790222168,0.9873598217964172
17,"June 25, 1961.",25 June 1961,0.343372106552124,1.5031781196594238,0.972744345664978
18,Our Town.,Our Town,0.27895474433898926,1.2102508544921875,0.9505839347839355
19,Marc Cherry.,Marc Cherry,0.31002068519592285,1.0623564720153809,0.9856280088424683
20,Elizabeth: The Golden Age.,Elizabeth: The Golden Age,0.36475324630737305,1.1865909099578857,0.9883533120155334
21,Bing Crosby.,Tony Martin,0.3746006488800049,1.0269582271575928,0.3602098524570465
22,The Conservative Party.,Conservative Party,0.273252010345459,0.9387049674987793,0.9196946620941162
23,North Shore School District.,North Shore School District,0.30443572998046875,1.261432409286499,0.9811053276062012
24,Pennsylvania.,Pennsylvania,0.25759172439575195,0.9166526794433594,0.9627590775489807
25,Steve Owens.,"Loren Everett ""Steve"" Owens",0.3814108371734619,1.1349716186523438,0.7264568209648132
26,Pantip Plaza on New Phetchaburi Road in Ratchathewi district.,New Phetchaburi Road in Ratchathewi district,0.43384695053100586,1.8942265510559082,0.6927754878997803
27,Zheng Jie.,Jensen,0.3882412910461426,1.1432809829711914,0.20726610720157623
28,Wrigley Field.,Wrigley Field,0.4478278160095215,1.140343189239502,0.9834170341491699
29,Swet Shop Boys.,Swet Shop Boys,0.8521640300750732,1.200082540512085,0.9882698059082031
30,"The lead single ""Your Woman"" from the album ""Women in Technology"" peaked within the top thirty of the charts in the United States.",23,0.5005331039428711,2.176536798477173,0.11774685978889465
31,959.,959,0.27781128883361816,1.2771236896514893,0.9691802263259888
