idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,Ione Skye.,Ione Skye,0.3338890075683594,1.9776153564453125,0.9851920008659363
1,France.,France,0.3437337875366211,0.6070995330810547,0.9445564150810242
2,Sanders County.,Sanders County,0.27759361267089844,0.6317622661590576,0.9781978130340576
3,England.,Nigerian,0.2958247661590576,0.6664066314697266,0.360586941242218
4,The Journal of Nanoparticle Research.,The Journal of Nanoparticle Research,0.5938782691955566,0.9088916778564453,0.992612361907959
5,Yes.,no,0.36719441413879395,0.6838297843933105,0.5598188042640686
6,"""You Don't Love Me (No, No, No)""",You Don't Love Me,0.3635101318359375,1.0800211429595947,0.7153211236000061
7,A steel roller coaster.,steel roller coaster,0.3219411373138428,0.7947373390197754,0.9525734186172485
8,"The former Wachovia Building is now known as the Wells Fargo Center in Winston-Salem, North Carolina.",Wells Fargo Center,0.30207324028015137,1.5482091903686523,0.6464263796806335
9,Tennis player.,tennis player,0.2918531894683838,0.6300559043884277,0.9762771129608154
10,Two volumes.,two,0.4363725185394287,0.7393739223480225,0.41263237595558167
11,television programmes.,television programmes,0.4119720458984375,0.611058235168457,0.9428640604019165
12,Colin Kolles.,Hispania Racing F1 Team,0.5057864189147949,0.6760218143463135,0.14780399203300476
13,Florida.,Florida,0.2708299160003662,0.6835026741027832,0.9421077966690063
14,"Khary Payton voiced Aqualad (Kaldur'ahm) in the animated television series ""Young Justice"" created by Brandon Vietti and Greg Weisman for Cartoon Network.",Nolan Ramsey North,0.29404640197753906,2.238429546356201,0.026999983936548233
15,Osiel Cárdenas Guillén.,Osiel Cárdenas Guillén,0.27096986770629883,0.9520652294158936,0.9901134371757507
16,Peter Dinklage.,Peter Dinklage,0.2629506587982178,0.7361776828765869,0.9853723645210266
17,December,December 1969,0.30358028411865234,0.5263442993164062,0.5610434412956238
18,"No, G. K. Chesterton is from England and Jorge Amado is from Brazil.",no,0.391193151473999,1.2023987770080566,0.18520329892635345
19,Bill Clinton.,Bill Clinton,0.23834538459777832,0.7340424060821533,0.9554215669631958
20,I couldn't find any information about a web series featuring Emily Meade.,"January 22, 2014",0.38201308250427246,1.128483533859253,0.1385503113269806
21,quintuplets.,quintuplets,0.5651190280914307,0.8008072376251221,0.9783376455307007
22,"Lootera, starring Sonakshi Sinha.",Lootera,1.1840693950653076,0.9582726955413818,0.6759340763092041
23,Leer Leary created the whistle jingle for P.C. Richard & Son.,Leer Leary,0.2801475524902344,1.022740125656128,0.4874427318572998
24,The Union Army.,Colorado volunteers,0.2552342414855957,0.691453218460083,0.2968684732913971
25,They are both film directors.,film director,0.2968907356262207,0.7738122940063477,0.7297666072845459
26,PayPal.,PayPal,0.25311970710754395,0.6127223968505859,0.9463858008384705
27,Vice-Chairman of the Tibet People's Congress.,Vice-Chairman of the Tibet People's Congress,0.3044130802154541,1.0581653118133545,0.9769320487976074
28,Equus.,Equus,0.2710752487182617,0.640557050704956,0.9698971509933472
29,"Flensburg, Germany.",north of the German state of Schleswig-Holstein,0.2479686737060547,0.7217285633087158,0.5125011205673218
30,MGM Resorts International.,MGM Resorts International,0.42855238914489746,0.742816686630249,0.9864108562469482
31,Blacks.,Blacks,0.2735474109649658,0.6133067607879639,0.9453596472740173
