idx,generated_response,ground_truth,load_knowledge_time,generate_time
0, George King (1899–1966) was born before Peter Chan (1962).,George King,0.3092038631439209,27.535259008407593
1, Foster's Home for Imaginary Friends,Foster's Home for Imaginary Friends,0.3583829402923584,24.92867922782898
2, They are both musicals.,musical,0.3247499465942383,24.745009422302246
3, Authors.,writer,0.3256988525390625,23.82145118713379
4, Australia,Australia,0.32158780097961426,23.610156536102295
5, Barack Obama,44th,0.31331706047058105,23.833874464035034
6, The Prime Minister of the United Kingdom at 10 Downing Street.,Prime Minister of the United Kingdom,0.35820722579956055,26.30887484550476
7, Wade Phillips,Wade Phillips,0.3607668876647949,23.93955159187317
8, IBM,IBM,0.33553028106689453,23.644840717315674
9, 2011,2011,0.3120090961456299,24.082413911819458
10, 1943,1943,0.34016919136047363,24.05293869972229
11, Omnimover,The Omnimover,0.3574826717376709,24.093581438064575
12, 6 furlongs,six furlong sprint,0.3370814323425293,24.540947675704956
13, UNLV Rebels,UNLV Rebels football,0.3363165855407715,24.18258261680603
14," June 7, 1944.",6 June 1944,0.1078941822052002,25.186431884765625
15, Fyodor Bondarchuk,Fyodor Sergeyevich Bondarchuk,0.3454101085662842,24.645471334457397
16, Science fiction authors.,fiction author,0.3263206481933594,24.328394889831543
17, Aston Villa.,Aston Villa,0.35866403579711914,24.096685647964478
18, Twitchy and Hot Air,Twitchy and Hot Air.,0.3454887866973877,24.54136037826538
19, The answer is not specified in the provided text.,Jaz-O,0.30118489265441895,25.64632797241211
20, Kirsty MacColl,Oysterband,0.3587651252746582,24.320181369781494
21, Russia,Russian,0.3028864860534668,23.698225736618042
22, Dimension Films,Dimension Films,0.3336949348449707,23.967355489730835
23, 1914,1914,0.3339805603027344,24.148006677627563
24, Paul McCartney and Michael Jackson.,Paul McCartney and Michael Jackson,0.3434123992919922,24.734814167022705
25, Edward F. Cline,Edward Francis Cline,0.39124059677124023,24.58167791366577
26, Haikou,Gaizhou,0.3374149799346924,24.182027578353882
27, Kurt Vogel Russell,3000 Miles to Graceland,0.32829713821411133,24.341678142547607
28, Andrzej Żuławski,Andrzej Żuławski,0.35471415519714355,24.964072227478027
29, The Sword and the Knife,The Sword and the Knife,0.40329456329345703,24.440629243850708
30, 0,eight,0.36096930503845215,23.991649627685547
31, Mitch Leigh,Mitch Leigh,0.3323237895965576,23.803411722183228
