idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,1910.,1910,1.0166988372802734,2.118072986602783,0.9679754376411438
1,The Colt M4 carbine.,M4 carbine,0.5547158718109131,1.0469229221343994,0.8994145393371582
2,Clan of Xymox released a cover song off of George Michael's 1987 debut solo album.,Limp Bizkit,0.45983028411865234,1.9919688701629639,0.19090935587882996
3,Monarcas Morelia.,Grupo Salinas,0.38345980644226074,1.0880136489868164,0.2469201683998108
4,Yes.,yes,0.25916028022766113,0.7093174457550049,0.836855947971344
5,Switzerland.,Switzerland,0.3888833522796631,0.8621995449066162,0.9530508518218994
6,"No, Derrick Green is the singer of Sepultura, while Joey Tempest is the singer of Europe.",no,0.2642371654510498,2.1543235778808594,0.1748516708612442
7,United States.,United States,0.3650245666503906,1.0755863189697266,0.9286460876464844
8,Albania national team.,Albania national team,0.34476280212402344,1.156456470489502,0.9859601855278015
9,La La Land.,La La Land,0.2612130641937256,1.1279125213623047,0.9795718789100647
10,1993.,1993,0.3059229850769043,1.1749708652496338,0.9678646326065063
11,Norman.,Norman,0.3141465187072754,0.8616700172424316,0.9637793302536011
12,"Jon Favreau directed the 2014 American comedy-drama film ""Chef"".",Jon Favreau,0.31009745597839355,1.6961936950683594,0.5759048461914062
13,"Mother Dairy and Safal, subsidiaries of the National Dairy Development Board, sell frozen vegetables and other frozen food products in India.",frozen vegetables,0.47602272033691406,1.9364233016967773,0.49135488271713257
14,"""The Impossible Dream (The Quest)""","""The Impossible Dream""",0.26256585121154785,1.1797807216644287,0.8879814147949219
15,"Bazil Ashmawy hosted ""50 Ways To Kill Your Mammy"" and later hosted Baz's Culture Clash.",Bazil Ashmawy,0.2762925624847412,2.0806849002838135,0.501422107219696
