idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,"Sally Bowles in the 1972 musical film ""Cabaret"".",Sally Bowles,0.0007455348968505859,1.9173483848571777,0.6908953785896301
1,"No, they were not both British bands.",no,0.0008099079132080078,0.44709205627441406,0.18882042169570923
2,Marlene Dietrich.,Marlene Dietrich,0.0007166862487792969,0.27921557426452637,0.977912187576294
3,1955,1955,0.0007219314575195312,0.24053430557250977,0.9999999403953552
4,"No, Walk the Moon is from Cincinnati, Ohio, and After Midnight Project is not specified to be from a specific city.",no,0.0007390975952148438,1.040297269821167,0.1532866656780243
5,"No, they are not.",no,0.0007772445678710938,0.3509945869445801,0.24317538738250732
6,"Bet365 has over 3,000 employees.","over 3,000",0.0007083415985107422,0.49165987968444824,0.3062314987182617
7,Osage County.,Osage County,0.0007221698760986328,0.2781214714050293,0.984826385974884
8,Ron Weasley.,"Ronald Bilius ""Ron"" Weasley",0.0007207393646240234,0.27492356300354004,0.7337749004364014
9,"ABX Air, headquartered in Wilmington Air Park, helps establish the Amazon Prime Air vision and team.",contracts through,0.0006949901580810547,0.8582062721252441,0.0588994137942791
10,"Yes, both bands have Canadian members.",no,0.0007238388061523438,0.40721845626831055,0.17000067234039307
11,1998,1991,0.0007183551788330078,0.23685312271118164,0.6151503324508667
12,David Walliams.,David Walliams,0.0006678104400634766,0.2768683433532715,0.9866042137145996
13,Russian,Armenian and Russian descent.,0.0006725788116455078,0.1671161651611328,0.597737729549408
14,The A160.,the A160,0.000759124755859375,0.299466609954834,0.988386332988739
15,Robin Pingeton.,Robin Pingeton,0.0007565021514892578,0.2788374423980713,0.9874622821807861
