idx,generated_response,ground_truth,ir_time,generate_time,bert_score
0,"9 has more producers, with 4, while Laura's Star has 1.",9,0.3727700710296631,4.71122407913208,0.45253944396972656
1,"Benfica, a Portuguese sports club based in Lisbon, Portugal.","Lisbon, Portugal",0.32922959327697754,2.975510358810425,0.7107288241386414
2,Europe and Asia.,East Asia and Europe,0.3078434467315674,2.335686445236206,0.8803202509880066
3,Spencer Halpin's Moral Kombat was changed to Spencer Halpin's Moral Kombat to avoid the risk of a lawsuit.,Spencer Halpin's Moral Kombat,0.3945960998535156,3.9261021614074707,0.786266028881073
4,Pennsylvania.,Pennsylvania,0.43343400955200195,2.2478952407836914,0.9627590775489807
5,Seaweed.,Seaweed,0.7761459350585938,2.0710513591766357,0.9692761898040771
6,Film.,film,0.39603614807128906,2.1625864505767822,0.8702664375305176
7,73,73,0.2656838893890381,2.1258673667907715,1.0
8,"TEG is older, released in 1976, while Diamond Mine was released in 1984.",TEG,0.2957732677459717,3.373974084854126,0.4648146629333496
9,"March 24, 2017.","March 24, 2017",0.30754923820495605,2.5542805194854736,0.9746175408363342
10,Mimi Marquez.,Mimi Marquez,0.31536269187927246,2.742609739303589,0.9833440780639648
11,Sam Crawford,The Georgia Peach,0.33922815322875977,2.526681423187256,0.24652604758739471
12,The Stratton Story.,"""The Stratton Story""",0.3646852970123291,2.5313656330108643,0.9635250568389893
13,Sony Interactive Entertainment.,Sony Computer Entertainment,0.5998995304107666,2.3134257793426514,0.8972200751304626
14,The Tulsa Sound.,The Tulsa Sound,0.29065608978271484,2.0646989345550537,0.9854884147644043
15,Keane.,Keane,0.6271271705627441,2.1706902980804443,0.9721700549125671
16,The CW.,CW,0.4275195598602295,2.563298225402832,0.9022610783576965
17,1864-1881,1864 to 1881,0.8018295764923096,2.4487481117248535,0.9692856073379517
18,"862,044.","862,044",0.25757741928100586,2.2327444553375244,0.9812744855880737
19,Eric Greitens endorsed Todd Graves for Chairman of the Missouri Republican Party.,Todd P. Graves,0.31583285331726074,2.9944655895233154,0.6601824164390564
20,Atlanta United.,Atlanta United,0.4802205562591553,2.1112475395202637,0.9797201752662659
21,Volvo 200 series.,Volvo 200 Series,0.36757493019104004,2.298727035522461,0.9693906903266907
22,Dennis Cometti.,Dennis Cometti,0.32006168365478516,2.2934377193450928,0.9852661490440369
23,Scott Kelly.,Scott Kelly,0.22579264640808105,2.6026642322540283,0.9746841192245483
24,"""FanMail""",FanMail,0.862706184387207,2.0942018032073975,0.9416762590408325
25,New York.,New York,0.2908444404602051,2.117699146270752,0.9648565053939819
26,Wonder Woman,Wonder Woman,0.319718599319458,2.2577707767486572,1.0
27,Bayern Munich.,Bayern Munich,0.3128316402435303,2.471076488494873,0.9738525152206421
28,The Union Navy.,Union Navy,0.3154940605163574,2.3515167236328125,0.916735827922821
29,Plan B Entertainment.,Plan B Entertainment,0.34984469413757324,2.5137734413146973,0.9798914194107056
30,"Jenny Lovell appeared in the horror film ""Darkness Falls"".",Joe Harris and John Fasano,0.42599964141845703,3.250795602798462,0.13827185332775116
31,1962,1962,0.33353471755981445,2.3915457725524902,1.0
