idx,generated_response,ground_truth,load_knowledge_time,generate_time
0, They are both actors.,actor,0.05437636375427246,9.010987520217896
1, Robert Zemeckis,Robert Zemeckis,0.07855558395385742,8.993839263916016
2, Rupert Penry-Jones,Rupert Penry-Jones,0.0997762680053711,8.953152179718018
3," Taylor Hackford was born first, on December 31, 1944.",Howard B. Zieff,0.15108394622802734,10.392880201339722
4, Ron Weasley,"Ronald Bilius ""Ron"" Weasley",0.11052608489990234,8.725034475326538
5, The Banker.,The Banker,0.05693364143371582,8.881134271621704
6, 1919,1919,0.14794158935546875,8.732991456985474
7, Commando Elite.,Commando Elite,0.05365633964538574,8.86925482749939
8, Paul Bettany,Paul Bettany,0.07314133644104004,8.75702953338623
9, Massachusetts.,Massachusetts,0.10259699821472168,8.59285306930542
10, Dick Wolf and Matt Olmstead.,Dick Wolf and Matt Olmstead,0.08405494689941406,9.369200229644775
11," Sergio Leone, the inventor of the ""Spaghetti Western"" genre.","""Spaghetti Western"" genre",0.11844229698181152,10.185690879821777
12, 1973,1973,0.12949919700622559,8.747198820114136
13, Samuel West,Samuel West,0.10144376754760742,8.639060020446777
14, They are both musicians.,singer and songwriter,0.04875302314758301,9.000713348388672
15, Eyes of Laura Mars,Eyes of Laura Mars,0.11374640464782715,8.866391897201538
